title_product_a,title_product_b,manufacturer_a,manufacturer_b,product_a_barcode,product_b_barcode,m_source_id,c_source_id
"TENA moteriškos sauskelnės kelnaitės SILHOUETTE NOIR PLUS, juoda spalva, L dydis, 8 vnt.","TENA sauskelnės kelnaitės Silhouette Noir Plus, L, 8 vnt.",TENA,tena,7322541095028,7322541095028,214488,17704
"PHARMACERIS A paakių kremas OPTI SENSILIUM, 15 ml","VALEROZAN DROPS, 50 ml",PHARMACERIS,valerozan,5900717164314,13024,590071716431,22905
"PHARMACERIS A paakių kremas OPTI SENSILIUM, 15 ml","VALEROZAN DROPS, 50 ml",PHARMACERIS,valerozan,5900717164314,13024,590071716431,22905
"MILGAMMA N, 40mg/90mg/250µg, Minkštosios kapsulės, N100","Askorutinas, 50 tab.",MILGAMMA N,veratrum,403067400008,4823008903915,048786,21438
"MILGAMMA N, 40mg/90mg/250µg, Minkštosios kapsulės, N100","Askorutinas, 50 tab.",MILGAMMA N,veratrum,403067400008,4823008903915,048786,21438
"FINLEPSIN, 400mg, pailginto atpalaidavimo tabletės, N50","RELIZEMA kremas BABY CARE, 100 ml",FINLEPSIN,relizema,401933800024,8055348241112,048093,21248
"RELIFE kremas RELIZEMA BABY CARE, 100 ml","RELIZEMA kremas BABY CARE, 100 ml",RELIZEMA,relizema,8055348241112,8055348241112,223145,21248
"TENA paketai SILHOUETTE NOIR MINI, juoda spalva, 18 vnt.","TENA higieniniai paketai SILHOUETTE NOIR MINI, juodos spalvos, 18 vnt.",TENA,tena,7322541151991,7322541151991,732254115199,17869
"LA ROCHE-POSAY rankų kremas CICAPLAST, 50 ml","LA ROCHE POSAY kremas rankoms CICAPLAST, 50 ml",LA ROCHE-POSAY,la-roche-posay,3337872414145,3337872414145,333787241414,16627
"GROŽVITA serumas nuo plaukų slinkimo, 125 ml","GROŽVITA serumas nuo plaukų slinkimo PRO, 125 ml",GROŽVITA PRO,grozvita,5902026462914,590202646291,590202646291,18504
"VICHY jautrios odos balzamas po skutimosi HOMME, 75 ml","VICHY balzamas po skutimosi jautriai odai HOMME, 75 ml",VICHY,vichy,3337871318888,3337871318888,333787131888,15248
"DOPPELHERZ AKTIV KOLLAGEN 3000 LIQUID, 14 paketėlių","DOPPELHERZ tirpalas AKTIV KOLLAGEN 3000, 14 pakelių",DOPPELHERZ,doppelherz,4009932131161,4009932131161,400993213116,18881
"CUMLAUDE  gelis-kremas intymios srities odai VIDERAGE, 30 ml","CUMLAUDE intymios srities atjauninantis gelis-kremas VIDERAGE, 30 ml",CUMLAUDE,cumlaude,8428749646600,8428749646600,842874964660,23237
"SENI ACTIVE sauskelnės-kelnaitės PLUS LARGE, 10 vnt.","SENI sauskelnės ACTIVE PLUS premium, L, 10 vnt.",SENI,seni,5900516692186,5900516692186,205478,17381
"BABĒ rutulinis dezodorantas jautriai odai BODY 24 H, 50 ml","BABE rutulinis dezodorantas 24 H BODY, be alkoholio, 50 ml",BABE,babe,8436571631268,8436571631268,843657163126,23269
"VitirON Mind & Body FORTE, 30 kapsulių","VITIRON Mind & Body Forte, 30 kaps.",VITIRON,vitiron,4771295307018,4771295307018,219580,20453
"BEMA BABY kreminis prausiklis CREAM-ME, 250 ml","BEMA kreminis kūno prausiklis vaikams BABY CREAM ME, 250 ml",BEMA,bema,8010047114945,8010047114945,801004711494,25229
"SVR atsluoksniuojamoji pėdų kaukė XÉRIAL PEEL, 1 pora","BEMA kreminis kūno prausiklis vaikams BABY CREAM ME, 250 ml",SVR,bema,3401360238091,8010047114945,340136023809,25229
"SVR atsluoksniuojamoji pėdų kaukė XÉRIAL PEEL, 1 pora","BEMA kreminis kūno prausiklis vaikams BABY CREAM ME, 250 ml",SVR,bema,3401360238091,8010047114945,340136023809,25229
"APATITE dantų šepetėlis NANO SILVER, 1 vnt.","APATITE dantų šepetėlis NANO SIDABRAS, minkštas, 1 vnt.",APATITE,apatite,8809397080051,8809397080051,880939708005,18633
"SENI CARE nenuplaunamas šampūnas-putos, 1 vnt., 200 ml","SENI valomosios putos - šampūnas CARE, 200 ml",SENI,seni,5900516651787,5900516651787,590051665125,16905
"JOHNSONS aliejus BABY, 200 ml","JOHNSONS aliejus BABY, 200 ml",JOHNSONS BABY,johnsons,8410207115865,8410207115865,841020711586,17545
"LA ROCHE-POSAY atkuriamasis balzamas CICAPLAST B5+, 100 ml","LA ROCHE POSAY atkuriamasis kūno ir veido balzamas CICAPLAST B5, 100 ml",LA ROCHE-POSAY,la-roche-posay,3337875816847,3337875816847,220179,18128
"URIAGE aliejinis purškalas nuo saulės BARIESUN HUILE, SPF 30, 200 ml","URIAGE purškiamas, apsauginis kūno aliejus BARIESUN HUILE, SPF30, 200 ml",URIAGE,uriage,3661434002557,3661434002557,366143400255,18181
"TENA sauskelnės FLEX SUPER, M dydis, 30 vnt.","TENA sauskelnės Flex Super, M, 30 vnt.",TENA,tena,7322541410937,7322541410937,732254039057,22448
"LAXFORTE, 10 tablečių","LAXFORTE, 10 tab.",LAXFORTE,laxforte,4779034470306,4779034470306,477903447030,16473
"NEUTROGENA lūpų balzamas INTENSE REPAIR, 4.8 g","NEUTROGENA lūpų balzamas INTENSE REPAIR, 4.8 g",NEUTROGENA,neutrogena,3574660602807,3574660602807,357466060280,19252
"CLINIC WAY paakių kremas su hialuronu, Nr. 1+2, 15 ml","CLINIC WAY paakių kremas su hialuronu Nr. 1+2, 15 ml",CLINIC WAY,clinic-way,5900717575318,5900717575318,590071757191,19791
"GRANUFLEX EXTRA THIN hidrokoloidinis tvarstis, 5 x 10 cm, 10 vnt.","GRANUFLEX hidrokoloidinis tvarstis EXTRA THIN, 5 cm x 10 cm, 10 vnt.",GRANUFLEX,granuflex,7684550504756,768455050475,201495,19499
"NAILNER teptukas nagų grybeliui gydyti, 5 ml","NAILNER teptukas nagų grybeliui gydyti,5 ml",NAILNER,nailner,8718053573960,8718053573960,871805357296,16536
"WORTIE ADVANCED paprastųjų ir pėdų karpų šalinimo priemonė, nuo 12 m., 50 ml","WORTIE priemonė paprastų ir pėdų karpų šalinimui ADVANCED, 50 ml",WORTIE,wortie,8718053572949,8718053572949,871805357327,16538
"DYMATIZE aminorūgštys BCAAS, 300 g","DYMATIZE amino rūgščių milteliai BCAA, 300 g",DYMATIZE,dymatize,4029679676893,4029679676893,402967967093,18931
"SEBAMED antibakterinės valomosios putos CLEAR FACE, 150 ml","PHARMA NORD BIOBILOBA 60 mg, 90 tab.",SEBAMED,pharma-nord,4103040138118,5709976194304,401613,21844
"SEBAMED antibakterinės valomosios putos CLEAR FACE, 150 ml","PHARMA NORD BIOBILOBA 60 mg, 90 tab.",SEBAMED,pharma-nord,4103040138118,5709976194304,401613,21844
"RENE FURTERER plaukams apimties suteikiantis šampūnas VOLUMEA, 200 ml","RENE FURTERER plaukų apimtį didinantis šampūnas VOLUMEA, 200 ml",RENE FURTERER,rene-furterer,3282770108248,3282770108248,211242,17627
"FISHERMANS FRIEND pastilės, vyšnių skonio, 25 g","FISHERMANS FRIEND pastilės, vyšnių skonio, becukrės, 25 g",FISHERMAN,fisherman-s-friend,5000357110402,5000357110402,227923,27105
"NEOSTRATA pigmentines dėmes šviesinanti želė ENLIGHTEN, 20 g","NEOSTRATA pigmentinių dėmių šviesinamoji želė ENLIGHTEN, 20 g",NEOSTRATA,neostrata,7320133016208,732013301620,732013301620,18334
"PRE-FILLERINA rinkinys: kreminis odos prausiklis ir šepetėlis, 50 ml+šepetėlis","FILLERINA odą paruošiančio kreminio prausiklio ir šepetėlio rinkinys PRE, 50 ml",FILLERINA,fillerina,805141768423,8051417684231,805141768423,19210
"T-LAB PROFESSIONAL kaukė sausiems ir pažeistiems plaukams DUO COCO THERAPY, 300 ml","T-LAB kaukė sausiems ir pažeistiems plaukams COCO THERAPY DUO , 300 ml",T-LAB PROFESSIONAL,t-lab,5060466660144,5060466660144,506046666014,19711
"BJÖRN AXÉN plaukų šampūnas VOLUMIZING, 250 ml","BJÖRN AXÉN šampūnas VOLUMIZING, 250 ml",BJÖRN AXÉN,bjorn-axen,7350001703633,7350001703633,735000170363,19888
"DUCRAY fluidas nuo pigmentinių dėmių MELASCREEN, SPF 50, 50 ml","DUCRAY veido fluidas nuo pigmentinių dėmių MELASCREEN, SPF50, 50 ml",DUCRAY,ducray,3282770389272,3282770389272,221531,21016
"LAMISIL 1 %, 15 g, Kremas, N1","DUCRAY veido fluidas nuo pigmentinių dėmių MELASCREEN, SPF50, 50 ml",LAMISIL,ducray,000000400999,3282770389272,400999,21016
"LAMISIL 1 %, 15 g, Kremas, N1","DUCRAY veido fluidas nuo pigmentinių dėmių MELASCREEN, SPF50, 50 ml",LAMISIL,ducray,000000400999,3282770389272,400999,21016
"CONVULEX, 300mg/ml, 100 ml, Geriamasis tirpalas, N1","DELIA akių pieštukas su drožtuku SO INTENSE, rudos spalvos, 3 g",CONVULEX,delia,100000000525,5901350481479,048833,21327
"CLINIC WAY regeneruojantis drėkinamasis naktinis kremas jautriai odai, 50 ml","CLINIC WAY atkuriamasis drėkinantis naktinis veido kremas, 50 ml",CLINIC WAY,clinic-way,5900717574113,5900717574113,590071757411,21487
"EUCERIN lūpų pieštukas LIP ACTIVE, SPF 15, 4.8 g","GOLDEN ROSE lūpų blizgesys STRAWBERRY, Nr.01, 3,4 ml",EUCERIN,golden-rose,4005800631702,8691190130008,400580063170,21523
"BABĒ intensyvaus poveikio serumas DEPIGMENT+ INTENSIVE SERUM, 30 ml","BABE pigmentines dėmes šviesinantis veido serumas DEPIGMENT+, 30 ml",BABE,babe,8436571632005,8436571632005,223572,21626
"FOLANDROL, 30 paketėlių","FOLANDROL, 30 paketėlių",FOLANDROL,folandrol,4779034450452,4779034450452,858800478017,18525
"IMODIUM INSTANT 2 mg, burnoje disperguojamos tabletės, N6",IMODIUM INSTANT 2 mg burnoje disperguojamos tabletės N6,IMODIUM,imodium,357466072173,3574660721737,357466072173,16321
"COLDREX, Tabletės, N24",COLDREX tabletės N24,COLDREX,coldrex,474204100205,4742041002051,474204100205,22594
"URIAGE veido ir kūno prausiklis XEMOSE, 200 ml",COLDREX tabletės N24,URIAGE,coldrex,3661434000171,4742041002051,366143400017,22594
"URIAGE veido ir kūno prausiklis XEMOSE, 200 ml",COLDREX tabletės N24,URIAGE,coldrex,3661434000171,4742041002051,366143400017,22594
"ŠVF OYSTER, 60 kapsulių","ŠVF OYSTER, 60 kaps.",ŠVF,svf,4770161103846,4770161103846,477016110384,19363
"GENIAL DAY menstruacinė taurelė, M dydis, 43 mm x 12 mm, LT-EKO-001, 25 ml","GENTLE DAY menstruacinė taurelė GENIAL DAY, dydis M",GENIAL DAY,gentle-day,8569400064484,856940006448,085694000644,16987
"LAZARTIGUE veganiškas kondicionierius pažeistiems plaukams REPAIR, 150 ml","LAZARTIGUE atkuriantis plaukų kondicionierius REPAIR, 150 ml",LAZARTIGUE,lazartigue,3372290000877,3372290000877,337229013802,18433
"ASPIRIN CARDIO, 100 mg, Skrandyje neirios tabletės, N28","GROŽVITA nagų pieštukas PRO, 2 ml",ASPIRIN,grozvita,402966806197,5901501042375,402966806197,22875
"ASPIRIN CARDIO, 100 mg, Skrandyje neirios tabletės, N28","GROŽVITA nagų pieštukas PRO, 2 ml",ASPIRIN,grozvita,402966806197,5901501042375,402966806197,22875
"TENA paketai DISCREET NORMAL, 12 vnt.","TENA paketai Discreet Normal, 12 vnt.",TENA,tena,7322540852066,7322540852066,215384,17872
"BIORGA ypač švelnus šampūnas ECOPHANE SOFT, 200 ml","BIORGA švelnus šampūnas jautriai odai ECOPHANE SOFT, 200 ml",BIORGA,biorga,3660398504695,3660398504695,366039850100,17458
"GEHWOL MED CALLUS sustorėjusią padų odą ploninantis kremas, 75 ml","GEHWOL minkštinamasis kojų kremas suragėjusiai odai MED CALLUS CREAM, 75 ml",GEHWOL,gehwol,4013474117125,4013474117125,401347411712,16302
"GERDOFF PROTECTION sirupas nuo refliukso, nuo 6 m., 20 paketėlių","GERDOFF PROTECTION, 10 ml, 20 pakelių",GERDOFF,gerdoff,7640158970201,7640158970201,764015897020,18268
"BIODERMA švelnus riebios ir mišrios odos gelinis prausiklis SEBIUM GEL MOUSSANT, 500 ml","BIODERMA švelnus gelinis prausiklis, riebiai ir mišriai odai SÉBIUM GEL MOUSSANT, 500 ml",BIODERMA,bioderma,3401399277092,3401399277092,340139927709,16419
"GILLETTE skutimosi želė jautriai odai SATIN CARE, 200 ml","GILLETTE skutimosi gelis SATIN CARE SENSITIVE, 200 ml",SATIN CARE,gillette,3014260223007,3014260223007,301426022300,16908
"JORDAN plonas tarpdančių siūlas-juostelė EASY SLIDE FRESH, mėtų skonio, 25 m","JORDAN tarpdančių siūlas su dantų pasta T.S EASY SLIDE FRESH, 25 m",JORDAN,jordan,7046110052594,7046110052594,704611005259,18850
"FLUCINAR, 0,25mg/g, 15 g, Gelis, N1","WOOM dantų šepetėlis Ultra Soft, mėlynas, 1 vnt.",FLUCINAR,woom,383004494343,4751033920129,014006,20893
"FLUCINAR, 0,25mg/g, 15 g, Gelis, N1","WOOM dantų šepetėlis Ultra Soft, mėlynas, 1 vnt.",FLUCINAR,woom,383004494343,4751033920129,014006,20893
"WOOM labai minkštas dantų šepetėlis ULTRA SOFT, mėlyna spalva, 1 vnt.","WOOM dantų šepetėlis Ultra Soft, mėlynas, 1 vnt.",WOOM,woom,4751033920129,4751033920129,475103392012,20893
"SENI KIDS sauskelnės JUNIOR EXTRA, 1530 kg, 30 vnt.","SENI sauskelnės KIDS JUNIOR EXTRA, nuo 15 kg, 30 vnt.",SENI,seni,5900516693176,5900516693176,210892,16430
"TESTERA testas HELICOBACTER PYLORI, 1 vnt.","TESTERA helicobacter pylori testas, 1 vnt.",TESTERA,testera,6936983119177,6936983119177,221515,20960
"SENI ACTIVE sauskelnės-kelnaitės PLUS, XXL dydis, 10 vnt.","SENI sauskelnės-kelnaitės ACTIVE PLUS PREMIUM, XXL, 10 vnt.",SENI ACTIVE,seni,5900516696887,5900516801588,590051669688,21193
"SENI sauskelnės kelnaitės ACTIVE PLUS XXL, 10 vnt.","SENI sauskelnės-kelnaitės ACTIVE PLUS PREMIUM, XXL, 10 vnt.",SENI,seni,5900516801588,5900516801588,222404,21193
"RHINOMER aspiratoriaus antgaliai, 10 vnt.","LANSINOH ekologiškas aliejus prieš gimdymą , 50 ml",RHINOMER,lansinoh,4750769000020,5060420232608,475076900002,19967
"AQUACEL FOAM lipnus tvarstis su silikonu, 10 x 10 cm, 10 vnt.","AQUACEL lipnus tvarstis su silikonu FOAM, 10 cm x 10 cm, 10 vnt.",AQUACEL,convatec,7684551271466,768455127146,225764,15316
"BABOO kramtukas su vėsinančiu vandens užpildu SFERA, nuo 4 mėn., oranžinė spalva, 1 vnt.","BABOO kramtukas su vėsinančiu vandens užpildu SFERA, nuo 4 mėn., oranžinės spalvos, 1 vnt.",BABOO,baboo,5057778062032,5057778062032,223040,21562
"SAFFRA MOOD maisto papildas su šafranu ir ciberžole, 30 kapsulių","BIOPILLS Safrra Mood su šafranu ir ciberžole, 30 kaps.",SAFFRA MOOD,biopills,5425025502936,5425025502936,217742,18619
"VICHY naktinis veido kremas-kaukė AQUALIA THERMAL NIGHT SPA, 75 ml","VICHY naktinis veido kremas- kaukė AQUALIA THERMAL NIGHT SPA, 75 ml",VICHY,vichy,3337871324568,3337871324568,333787132456,16249
"ZEIN PHARMA kvercetinas, 250 mg, 90 kapsulių","ZEIN PHARMA kvercetinas 250 mg, 90 kaps.",ZEIN PHARMA,zein-pharma,4260085381531,4260085381531,221443,20757
"HEORSHE DENTAL CARE gertuvė 210 ml, nuo 6 mėn., pilka spalva, 1 vnt.","HEORSHE gertuvė DENTAL CARE, nuo 6 mėnesių, pilka, 210 ml",HEORSHE,heorshe,7359408853002,7359408853002,227192,27299
"LYCIA depiliacinės juostelės veidui, normaliai odai, 20 vnt.","LYCIA depiliacinės vaško juostelės veidui PERFECT TOUCH, 20 vnt.",LYCIA,lycia,8002340014282,8002340014893,800367081577,21462
"ENAP-HL, 20mg/12,5mg, Tabletės, N30","ORAL B dantų šepetėlio galvutės IO GENTLE CARE, 4 vnt.",ENAP-HL,oral-b,000000200572,4210201343684,200572,26322
"ENAP-HL, 20mg/12,5mg, Tabletės, N30","ORAL B dantų šepetėlio galvutės IO GENTLE CARE, 4 vnt.",ENAP-HL,oral-b,000000200572,4210201343684,200572,26322
"MACADAMIA NATURAL OIL purškiamas atstatomasis plaukų aliejus, 125 ml","MACADAMIA atstatantis plaukų aliejus, purškiamas, 125 ml",MACADAMIA,macadamia,8513250022514,851325002251,851325002251,19898
"LAUMA elastinis tvarstis, 8 cm x 1,10 m, 1 vnt.","Q+A aktyvuotos anglies veido kaukė, 50 g",LAUMA,q-a,475028290132,742271477135,475028290132,20566
"Q+A valomoji veido kaukė su aktyvintąja anglimi, 50 g","Q+A aktyvuotos anglies veido kaukė, 50 g",Q+A,q-a,0742271477135,742271477135,074227147713,20566
"LACALUT dantų šepetėlis vaikams KIDS 4 +, minkštas, 1 vnt.","ZENYTH Curcumin & Piperine, 30 kaps.",LACALUT,zenyth,4016369666654,5941872401463,401636966665,20723
"LACALUT dantų šepetėlis vaikams KIDS 4 +, minkštas, 1 vnt.","ZENYTH Curcumin & Piperine, 30 kaps.",LACALUT,zenyth,4016369666654,5941872401463,401636966665,20723
"ZENYTH CURCUMIN & PIPERINE, 30 kapsulių","ZENYTH Curcumin & Piperine, 30 kaps.",ZENYTH,zenyth,5941872401463,5941872401463,221458,20723
"VICHY dezodorantas antiperspirantas vyrams HOMME, 72H, jautriai odai, 50 ml","VICHY rutulinis dezodorantas antiperspirantas vyrams  72 H, 50 ml",VICHY,vichy,3337871320362,3337871320362,333787132036,15309
"LIVOL MULTI VYRAMS, 60 tablečių","DOPPELHERZ HYALURON + OPC, 30 kaps.",LIVOL,doppelherz,5702079311128,18794696,570207931112,26237
"LIVOL MULTI VYRAMS, 60 tablečių","DOPPELHERZ HYALURON + OPC, 30 kaps.",LIVOL,doppelherz,5702079311128,18794696,570207931112,26237
"EAU THERMALE AVENE švelnus valomasis veido pienelis ESSENTIAL, 200 ml","AVENE švelnus valomasis veido pienelis EAU THERMALE, 200 ml",AVENE,avene,3282770152555,3282770152555,328277108583,21129
"Otrivin, 1mg/ml, 10 ml, nosies lašai, tirpalas, N1","AVENE švelnus valomasis veido pienelis EAU THERMALE, 200 ml",OTRIVIN,avene,000000840634,3282770152555,840634,21129
"Otrivin, 1mg/ml, 10 ml, nosies lašai, tirpalas, N1","AVENE švelnus valomasis veido pienelis EAU THERMALE, 200 ml",OTRIVIN,avene,000000840634,3282770152555,840634,21129
"NOVEXPERT šviesinamoji dulksna veidui su žaliosios arbatos polifenoliais, 60 ml","NOVEXPERT šviesinamoji veido dulksna su žaliosios arbatos polifenoliais, 60 ml",NOVEXPERT,novexpert,3661467001930,3661467001930,227764,21260
"IDUN MINERALS švelnus kreminis šveitiklis SKINCARE, 75 ml","IDUN MINERALS švelnus kreminis veido šveitiklis/kaukė su obuolių AHA ir PHA rūgštimis, visiems odos tipams, 75 ml",IDUN MINERALS,idun-minerals,7340074771103,7340074771103,734007477110,26452
"EUCERIN purškalas nuo saulės vaikams KIDS, SPF 50+, 200 ml","OCLEAN burnos irigatorius W10, rožinės spalvos",EUCERIN,oclean,4005800027901,6970810552980,400580006664,22960
"OCLEAN burnos irigatorius W10, rožinė spalva, 1 vnt.","OCLEAN burnos irigatorius W10, rožinės spalvos",OCLEAN,oclean,6970810552980,6970810552980,219848,22960
"BABOO gertuvė su silikoniniu šiaudeliu, 360 ml, nuo 9 mėn. mėlyna spalva, 1 vnt.","BABOO gertuvė su silikoniniu šiaudeliu, nuo 9 mėnesių, mėlynos spalvos, 360 ml",BABOO,baboo,5057778081293,5057778081293,505777808129,20636
"ENTEROL, 250 mg, Kietosios kapsulės, N30",ENTEROL 250 mg kietosios kapsulės N30,ENTEROL,enterol,100000214625,3583316669309,214625,17908
"CARSIL, 110 mg, Kietosios kapsulės, N30","CARSIL 110 mg kietosios kapsulės, 30 kaps.",CARSIL,carsil,100000206262,3800010645195,206262,16248
"ACTIFED, Tabletės, N12",ACTIFED 60 mg/2.5 mg tabletės N12,ACTIFED,actifed,100000000255,3574660530025,015232,21701
"POLFILIN, 400mg, pailginto atpalaidavimo tabletės, N60",ACTIFED 60 mg/2.5 mg tabletės N12,POLFILIN,actifed,000000833954,3574660530025,833954,21701
"POLFILIN, 400mg, pailginto atpalaidavimo tabletės, N60",ACTIFED 60 mg/2.5 mg tabletės N12,POLFILIN,actifed,000000833954,3574660530025,833954,21701
"REPELENT PLUS repelentas nuo uodų ir erkių, nuo 3 m., 150 ml","REPELENT priemonė nuo vabzdžių PLUS, 150 ml",REPELENT PLUS,ruvera,4770829230006,4770829230006,477082923000,27081
"SENI ACTIVE sauskelnės-kelnaitės NORMAL, LARGE, 10 vnt.","REPELENT priemonė nuo vabzdžių PLUS, 150 ml",SENI,ruvera,5900516693053,4770829230006,590051669305,27081
"SENI ACTIVE sauskelnės-kelnaitės NORMAL, LARGE, 10 vnt.","REPELENT priemonė nuo vabzdžių PLUS, 150 ml",SENI,ruvera,5900516693053,4770829230006,590051669305,27081
"LIT-CONTROL PH BALANCE, 60 kapsulių","LIT- CONTOL PH BALANCE, 60 kaps.",LIT-CONTROL,lit-control,8436581000917,8436581000917,843658100091,19197
"DOPPELHERZ AKTIV HANFÖL KAPSELN, 30 kapsulių","DOPPELHERZ AKTIV HANFOL, 30 kaps.",DOPPELHERZ,doppelherz,4009932131178,4009932131178,400993213117,18882
"Septabene 1,5 mg/5 mg/1 ml, burnos gleivinės purškalas (tirpalas), N1","SEPTABENE 1,5 mg/5 mg/1 ml burnos gleivinės purškalas 30 ml",SEPTABENE,septabene,383898965537,3838989655372,383898965537,16495
"EQUAZEN skystis, vanilės skonio, 200 ml","EQUAZEN vanilės skonio, 200 ml",EQUAZEN,equazen,5060072605515,5060072605515,506007260551,19007
"MICROLIFE automatinis kraujospūdžio matuoklis BP B2 BASIC, 1 vnt.","MICROLIFE automatinis kraujo spaudimo matuoklis BP B2 BASIC, 1 vnt.",MICROLIFE,microlife,4719003342821,4719003342821,471900334282,18232
"MARSIEČIAI guminukai BONEACTIVE, 50 guminukų","MARSIEČIAI guminukai BONEACTIVE, 50 vnt.",MARSIEČIAI,marsieciai,8596024009867,8596024009867,859602400986,16903
"LACTACYD PHARMA HYDRATANT intymios higienos prausiklis, 250 ml","LACTACYD intymios higienos prausiklis HYDRATANT, 250 ml",LACTACYD,lactacyd,8470001694270,8470001694270,359589021038,16308
"LORATIN, 10mg, Tabletės, N30","NORDICS labai minkštas dantų šepetėlis vaikams ROCKET YELLOW, 10500 šerelių, nuo 4 m., 1 vnt.",LORATIN,nordics,403085503300,3800500324777,403085503300,21595
"LORATIN, 10mg, Tabletės, N30","NORDICS labai minkštas dantų šepetėlis vaikams ROCKET YELLOW, 10500 šerelių, nuo 4 m., 1 vnt.",LORATIN,nordics,403085503300,3800500324777,403085503300,21595
"VALERIJONŲ LAŠAI SU MAGNIU, 50 ml","Valerijonų lašai su magniu, 50 ml, 1 vnt.",KITA,innovative-pharma,4779034470320,4779034470320,477903447032,16654
"FLORADIX MAGNESIUM, 250 ml","FLORADIX MAGNESIUM, 250 ml",FLORADIX,floradix,4004148017711,4004148017711,400414801771,22616
"URIAGE valomasis tonikas HYSEAC, 250 ml","URIAGE valomasis tonikas HYSEAC, 250 ml",URIAGE,uriage,3661434008306,3661434008306,366143400830,18650
"SILICEA LIP HERPES gelis, 5 g","SILICEA gelis LIP HERPES, 5 g",SILICEA,silicea,4010160054177,4010160054177,054041,20306
"PHARMACERIS drėkinamasis balzamas EMOTOPIC, 400 ml","SILICEA gelis LIP HERPES, 5 g",PHARMACERIS,silicea,5900717169142,4010160054177,590071716914,20306
"MARSIEČIAI guminukai su šaltalankiu, 50 guminukų","MARSIEČIAI guminukai su šaltalankiu EMOJIS, 50 vnt.",MARSIEČIAI,marsieciai,8596024018685,8596024018685,859602401868,21424
"RENE FURTERER apimties suteikiančios putos VOLUMEA, 200 ml","RENE FURTERER plaukų putos suteikiančios apimties,  200 ml",RENE FURTERER,rene-furterer,3282779233699,3282779233699,328277923369,16453
